guardian_id,name,city,latitude,longitude,type,specialization,languages,rating,response_time_min,verified,available_now,total_assists,background_checked,phone,joined_year
G0182,Riya Reddy,Kolkata,22.58977,88.375713,NGO Partner,Language Assist,Bengali,4.2,20,True,True,18,True,+91 9380355948,2020
G0183,Aisha Das,Goa,15.260656,74.141157,NGO Partner,Emergency Response,"Hindi, English, Konkani",4.4,20,False,False,297,True,+91 9943409776,2023
G0184,Aisha Iyer,Bangalore,12.998832,77.596616,NGO Partner,Medical Help,Hindi,4.8,5,True,True,158,True,+91 7330374745,2022
G0185,Ramesh Khan,Kolkata,22.577791,88.369994,Hostel Guardian,Legal Aid,English,4.9,9,True,True,8,False,+91 8426862057,2024
G0186,Geeta Mishra,Pune,18.510748,73.820102,Host Family,Escort Service,"Hindi, English",3.8,13,True,False,250,True,+91 8710425977,2022
G0187,Fatima Shah,Kolkata,22.598114,88.375931,Certified Ally,Language Assist,"English, Hindi, Bengali",4.6,14,True,True,284,True,+91 9362657890,2020
G0188,Mohan Joshi,Kochi,9.902496,76.230937,Verified Local Woman,Language Assist,"English, Hindi",3.8,18,True,True,134,True,+91 8817320723,2023
G0189,Rekha Pillai,Delhi,28.598959,77.217992,Hostel Guardian,General Safety,"Urdu, Punjabi",4.3,16,True,False,189,True,+91 9305993661,2024
G0190,Sanjay Menon,Bhopal,23.253647,77.453016,Certified Ally,Medical Help,Hindi,4.2,4,True,False,209,False,+91 8424196985,2023
G0191,Divya Menon,Delhi,28.615299,77.237365,Hostel Guardian,General Safety,Hindi,4.3,19,True,False,118,True,+91 8679908454,2023
G0192,Priya Khan,Bhopal,23.272109,77.448836,Verified Local Woman,Escort Service,"Urdu, Hindi, English",4.9,16,False,True,77,True,+91 8473460179,2023
G0193,Neha Roy,Chennai,13.047407,80.313359,NGO Partner,Escort Service,"Malayalam, English, Telugu",4.4,5,True,False,63,True,+91 8473508573,2020
G0194,Meera Ali,Bhopal,23.235724,77.408514,Host Family,Legal Aid,Urdu,5.0,8,True,True,241,True,+91 8739665472,2021
G0195,Vikram Mishra,Bangalore,12.970862,77.577475,Host Family,Language Assist,"Tamil, English, Kannada",4.6,16,True,False,110,True,+91 7268709250,2024
G0196,Pooja Roy,Delhi,28.587915,77.166586,Verified Local Woman,Escort Service,"English, Urdu, Punjabi",4.0,18,True,False,203,True,+91 9521166052,2020
G0197,Sneha Joshi,Hyderabad,17.347805,78.45189,Hostel Guardian,Legal Aid,"Urdu, English",4.0,5,True,True,127,True,+91 7786170238,2022
G0198,Geeta Mishra,Kochi,9.945287,76.235488,Host Family,Legal Aid,Hindi,4.2,15,True,True,280,True,+91 9771370988,2021
G0199,Aisha Kumar,Ahmedabad,23.062179,72.568796,Host Family,Escort Service,Hindi,4.6,17,True,False,9,True,+91 7838070464,2023
G0200,Suresh Khan,Ahmedabad,22.989732,72.540629,NGO Partner,General Safety,"English, Hindi, Gujarati",3.8,17,True,True,20,True,+91 7947167036,2022
G0201,Aisha Reddy,Mumbai,19.042894,72.855559,NGO Partner,Legal Aid,"Marathi, English",4.0,18,True,True,63,True,+91 9332623275,2022
G0202,Lakshmi Pillai,Ahmedabad,22.98137,72.533464,Host Family,Language Assist,English,4.4,6,True,False,131,True,+91 7138428506,2023
G0203,Dev Singh,Kolkata,22.543233,88.350327,Host Family,Medical Help,"Bengali, Hindi",4.4,14,False,False,224,True,+91 7598009614,2021
G0204,Deepa Iyer,Chennai,13.101739,80.224631,Hostel Guardian,Legal Aid,Telugu,4.8,8,True,False,153,True,+91 9209395548,2020
G0205,Dev Kumar,Bangalore,12.98439,77.552776,Host Family,Medical Help,"Kannada, English",4.8,7,True,False,206,True,+91 9480023764,2022
G0206,Riya Patel,Bhopal,23.301987,77.368708,NGO Partner,Legal Aid,"English, Urdu",4.1,11,True,False,237,False,+91 8405696743,2024
G0207,Ramesh Mehta,Mumbai,19.10662,72.902526,Verified Local Woman,Legal Aid,"Hindi, English, Marathi",4.0,15,True,True,113,True,+91 8386695233,2022
G0208,Mohan Gupta,Hyderabad,17.355935,78.473747,Verified Local Woman,Emergency Response,"Hindi, English, Urdu",4.4,6,True,False,13,True,+91 7678534043,2023
G0209,Pooja Kumar,Jaipur,26.924225,75.774191,Certified Ally,Medical Help,Rajasthani,4.4,11,True,True,47,True,+91 9787052438,2021
G0210,Arjun Menon,Mumbai,19.100747,72.831368,NGO Partner,General Safety,"English, Gujarati",4.1,5,True,True,249,True,+91 9549834042,2021
G0211,Arjun Gupta,Ahmedabad,23.043835,72.610921,Verified Local Woman,Language Assist,"Hindi, Gujarati, English",4.4,7,True,True,50,True,+91 7439921366,2020
G0212,Rekha Kumar,Hyderabad,17.388211,78.447417,Host Family,Emergency Response,"English, Telugu",4.3,19,True,False,89,True,+91 7915066176,2021
G0213,Riya Singh,Pune,18.523662,73.830947,Host Family,Emergency Response,"English, Hindi, Marathi",4.1,15,True,True,76,True,+91 9768624284,2020
G0214,Dev Joshi,Chennai,13.070428,80.222707,Host Family,Legal Aid,"Telugu, Malayalam, Tamil",4.2,19,True,True,32,True,+91 8027962091,2023
G0215,Sana Mishra,Pune,18.491545,73.83945,Verified Local Woman,Legal Aid,Marathi,3.9,3,False,False,72,True,+91 9441175185,2023
G0216,Priya Rao,Hyderabad,17.424053,78.496059,Verified Local Woman,Emergency Response,"Hindi, Urdu, Telugu",4.6,11,True,False,208,True,+91 9699690577,2024
G0217,Riya Pillai,Pune,18.549317,73.856544,Hostel Guardian,Legal Aid,"English, Hindi",3.9,7,True,True,266,False,+91 7667339697,2024
G0218,Arjun Das,Hyderabad,17.388711,78.495384,Host Family,Emergency Response,"Telugu, Hindi",4.7,10,True,True,237,True,+91 7236346130,2022
G0219,Priya Kumar,Bhopal,23.253066,77.375358,Verified Local Woman,Medical Help,"Urdu, Hindi, English",4.1,18,False,True,137,True,+91 7545162815,2022
G0220,Fatima Das,Kochi,9.917508,76.281892,Certified Ally,Legal Aid,Malayalam,4.5,5,True,False,44,True,+91 9193791472,2022
G0221,Sneha Iyer,Mumbai,19.06161,72.926352,Verified Local Woman,Legal Aid,"Marathi, Gujarati",4.5,6,True,True,27,True,+91 7052776893,2021
G0222,Vinod Kumar,Mumbai,19.049723,72.837878,Host Family,Emergency Response,"English, Marathi",4.0,20,True,False,219,True,+91 8066282253,2023
G0223,Radha Mehta,Kochi,9.905796,76.233368,Verified Local Woman,Legal Aid,"Tamil, Malayalam",4.0,4,True,False,28,False,+91 7296036788,2023
G0224,Deepa Roy,Kolkata,22.55111,88.331237,Verified Local Woman,Escort Service,"Hindi, Bengali",4.9,9,True,False,129,True,+91 9541293188,2023
G0225,Vinod Das,Chennai,13.040723,80.273151,Verified Local Woman,Medical Help,"English, Tamil, Telugu",4.3,20,True,False,9,False,+91 7006279398,2023
G0226,Nisha Menon,Kochi,9.979438,76.228504,NGO Partner,Language Assist,"Tamil, Malayalam, Hindi",4.3,4,False,True,148,True,+91 7994167107,2024
G0227,Radha Singh,Pune,18.567347,73.893251,Hostel Guardian,Medical Help,"Hindi, English, Marathi",4.8,15,True,True,227,True,+91 7561387824,2021
G0228,Arjun Gupta,Kolkata,22.54839,88.330989,Certified Ally,Language Assist,"Hindi, English",4.6,11,True,False,74,True,+91 9511301900,2020
G0229,Lakshmi Roy,Bangalore,13.014538,77.600276,Certified Ally,Language Assist,English,4.5,6,True,False,111,True,+91 8990058467,2022
G0230,Mohan Joshi,Delhi,28.591898,77.235949,Hostel Guardian,Emergency Response,English,4.0,9,True,True,51,True,+91 8527903519,2023
G0231,Aisha Iyer,Ahmedabad,23.004868,72.563944,Host Family,Emergency Response,English,4.4,15,False,True,286,True,+91 8984460654,2020
G0232,Ananya Menon,Bangalore,12.945841,77.556084,Host Family,Medical Help,Kannada,4.5,15,True,False,48,True,+91 8111626210,2020
G0233,Anil Roy,Mumbai,19.054863,72.885824,Host Family,Emergency Response,Marathi,4.0,13,True,False,30,True,+91 9464813860,2023
G0234,Rekha Das,Kochi,9.929314,76.270559,Host Family,Escort Service,"Hindi, Malayalam",3.9,9,False,True,233,True,+91 7148818209,2024
G0235,Sana Das,Goa,15.28296,74.087441,Hostel Guardian,Language Assist,"English, Hindi, Portuguese",3.9,4,True,True,219,True,+91 9258354191,2021
G0236,Sana Pillai,Bhopal,23.308896,77.394835,NGO Partner,Escort Service,"Hindi, English, Urdu",4.8,19,True,True,18,True,+91 7940684569,2020
G0237,Nisha Mehta,Kolkata,22.548064,88.38205,Hostel Guardian,Medical Help,Hindi,4.7,8,True,False,141,True,+91 7240125829,2021
G0238,Sneha Menon,Goa,15.308864,74.121158,Hostel Guardian,Escort Service,"Hindi, Konkani",4.3,14,False,True,185,False,+91 9420671425,2021
G0239,Deepa Joshi,Goa,15.284187,74.166953,Host Family,Language Assist,Portuguese,4.8,4,True,True,117,True,+91 9052947074,2020
G0240,Arjun Reddy,Hyderabad,17.431503,78.44913,Certified Ally,Emergency Response,"Hindi, Telugu, Urdu",4.7,3,True,False,77,True,+91 9260419271,2022
G0241,Neha Gupta,Delhi,28.657734,77.177123,Certified Ally,Escort Service,"Urdu, Punjabi",3.9,7,False,False,228,True,+91 9092508149,2022
G0242,Rekha Joshi,Bangalore,12.995712,77.602047,Certified Ally,Medical Help,"Hindi, Kannada, Tamil",4.8,8,True,False,298,True,+91 9437319900,2020
G0243,Ramesh Rao,Bangalore,12.935577,77.624127,Verified Local Woman,Language Assist,"Hindi, Tamil, Kannada",4.0,7,True,True,182,False,+91 7721070971,2020
G0244,Divya Nair,Kochi,9.897566,76.233727,Host Family,General Safety,"Tamil, English, Malayalam",4.8,5,True,False,5,True,+91 8882141157,2023
G0245,Sunita Pillai,Bangalore,12.98812,77.596907,NGO Partner,Emergency Response,"Tamil, English",4.2,18,True,True,120,True,+91 7316579418,2020
G0246,Divya Singh,Kolkata,22.61032,88.353145,Verified Local Woman,Escort Service,Hindi,4.8,8,False,True,43,True,+91 7399881571,2022
G0247,Geeta Reddy,Goa,15.293213,74.111694,Hostel Guardian,Language Assist,"Portuguese, Hindi, Konkani",4.4,8,True,True,102,True,+91 9379894770,2024
G0248,Neha Verma,Kolkata,22.552738,88.388661,NGO Partner,Legal Aid,"Hindi, English, Bengali",4.4,20,True,True,189,True,+91 7376360931,2022
G0249,Neha Sharma,Bhopal,23.233121,77.452557,Host Family,Medical Help,"Urdu, English, Hindi",4.3,12,False,True,64,True,+91 8707109267,2023
G0250,Sneha Mehta,Jaipur,26.916755,75.827947,NGO Partner,Escort Service,"Rajasthani, Hindi, English",4.5,8,True,True,243,True,+91 8153464986,2024
G0251,Riya Mehta,Mumbai,19.03769,72.921683,Hostel Guardian,Language Assist,Hindi,4.6,10,True,False,272,True,+91 9300016872,2023
G0252,Aisha Patel,Goa,15.282791,74.087927,NGO Partner,General Safety,Portuguese,4.8,4,True,False,297,True,+91 9664052763,2021
G0253,Pooja Nair,Delhi,28.625907,77.212346,Host Family,Emergency Response,"English, Hindi",4.9,16,True,False,108,False,+91 9693916084,2021
G0254,Vinod Patel,Goa,15.32816,74.089167,Verified Local Woman,Language Assist,"Hindi, Portuguese",4.2,20,True,True,146,True,+91 7053102106,2024
G0255,Kavya Kumar,Goa,15.274149,74.148395,Hostel Guardian,Legal Aid,"Portuguese, Konkani, English",3.8,6,False,True,56,True,+91 9300528259,2022
G0256,Radha Mishra,Pune,18.527389,73.882946,NGO Partner,Emergency Response,"Hindi, English",4.9,8,True,True,210,True,+91 8423756197,2021
G0257,Priya Gupta,Mumbai,19.060208,72.909826,Certified Ally,Escort Service,"Gujarati, Marathi, English",3.9,11,True,False,55,False,+91 7979069637,2021
G0258,Vikram Das,Kolkata,22.607245,88.326649,Hostel Guardian,General Safety,"Hindi, English, Bengali",4.3,5,True,True,213,True,+91 9218356672,2022
G0259,Arjun Ali,Mumbai,19.10573,72.842692,NGO Partner,Medical Help,"Marathi, Hindi, Gujarati",4.1,19,False,True,103,True,+91 7862114934,2020
G0260,Ananya Mehta,Chennai,13.104925,80.292704,Host Family,Escort Service,Malayalam,4.6,14,True,True,68,True,+91 8039116218,2022
G0261,Radha Pillai,Jaipur,26.931795,75.791572,Certified Ally,Escort Service,"Rajasthani, Hindi, English",4.1,8,True,True,51,True,+91 8660286914,2020
G0262,Suresh Nair,Bangalore,12.95617,77.56276,Certified Ally,General Safety,"English, Kannada, Hindi",4.9,16,True,False,9,True,+91 7568284681,2021
G0263,Divya Mishra,Goa,15.307639,74.114085,Certified Ally,General Safety,English,4.4,11,True,True,183,True,+91 7937200760,2023
G0264,Priya Ali,Kolkata,22.617328,88.329235,Certified Ally,Legal Aid,"English, Hindi, Bengali",4.5,12,True,True,37,True,+91 8187486518,2022
G0265,Pooja Kumar,Kolkata,22.573189,88.375045,Hostel Guardian,Medical Help,"English, Hindi",3.8,4,True,False,211,True,+91 9923823693,2021
G0266,Aisha Iyer,Kochi,9.968412,76.310512,NGO Partner,Language Assist,Hindi,4.5,15,True,True,297,True,+91 8473891248,2021
G0267,Nisha Joshi,Bhopal,23.279565,77.45485,Host Family,General Safety,"Urdu, English, Hindi",4.6,20,True,True,70,True,+91 9401022668,2021
G0268,Meera Mehta,Bhopal,23.225154,77.420229,Host Family,General Safety,"Urdu, Hindi",4.5,12,True,False,195,True,+91 8262939955,2023
G0269,Radha Rao,Delhi,28.606313,77.232644,Hostel Guardian,Emergency Response,"Hindi, Punjabi",4.9,18,False,True,200,True,+91 8774282158,2020
G0270,Fatima Das,Bangalore,13.014157,77.589684,Hostel Guardian,Language Assist,English,3.9,7,True,False,46,True,+91 9710265109,2021
G0271,Divya Nair,Hyderabad,17.433484,78.52059,Host Family,Legal Aid,"Telugu, Urdu, Hindi",3.9,8,True,False,50,True,+91 8862776335,2023
G0272,Priya Verma,Pune,18.562484,73.89369,Hostel Guardian,Medical Help,"Hindi, English",4.4,14,False,False,276,True,+91 9906611156,2020
G0273,Aisha Kumar,Bhopal,23.269028,77.4025,Verified Local Woman,Language Assist,"Hindi, Urdu, English",3.9,19,True,True,28,True,+91 8249095871,2023
G0274,Fatima Khan,Kochi,9.91472,76.297585,Certified Ally,Medical Help,"Tamil, English, Malayalam",3.8,8,False,False,211,True,+91 7963452923,2021
G0275,Neha Mehta,Chennai,13.06605,80.260517,Verified Local Woman,Language Assist,"Tamil, Telugu, Malayalam",4.4,11,True,False,29,True,+91 9807051534,2020
G0276,Rekha Singh,Mumbai,19.117986,72.862335,Hostel Guardian,Escort Service,"Hindi, Marathi, English",4.2,18,True,True,9,True,+91 9841827734,2020
G0277,Raj Singh,Bhopal,23.28365,77.407822,Hostel Guardian,General Safety,"English, Hindi, Urdu",4.1,6,True,False,259,True,+91 7857917067,2022
G0278,Arjun Das,Ahmedabad,23.017744,72.535486,Certified Ally,Medical Help,Hindi,4.0,4,True,False,251,True,+91 7011759631,2020
G0279,Raj Rao,Bhopal,23.259737,77.404493,NGO Partner,Medical Help,Hindi,4.9,5,True,True,56,False,+91 9767405445,2021
G0280,Ananya Singh,Jaipur,26.898639,75.795359,Host Family,Emergency Response,"Rajasthani, English",4.6,12,True,False,223,True,+91 7408015311,2020
G0281,Fatima Mehta,Mumbai,19.027309,72.894054,NGO Partner,Legal Aid,Marathi,4.0,11,False,True,180,True,+91 8721326325,2023
G0282,Mohan Das,Jaipur,26.958507,75.752166,Host Family,Emergency Response,"Rajasthani, English",4.3,7,True,True,86,True,+91 9537253239,2023
G0283,Sanjay Mehta,Goa,15.257835,74.173687,Hostel Guardian,Emergency Response,"Portuguese, Konkani, English",4.4,7,True,True,215,True,+91 7272026241,2022
G0284,Suresh Gupta,Bhopal,23.269439,77.369308,Hostel Guardian,Legal Aid,"Hindi, Urdu",4.7,6,True,False,251,True,+91 9904667340,2023
G0285,Nisha Khan,Bangalore,12.942591,77.634405,NGO Partner,Medical Help,"Kannada, Tamil, Hindi",4.0,5,True,True,174,False,+91 7216254664,2024
G0286,Riya Roy,Chennai,13.051769,80.224355,NGO Partner,Legal Aid,"Malayalam, English, Tamil",4.4,17,True,True,166,True,+91 9136202250,2020
G0287,Deepa Pillai,Delhi,28.620384,77.165571,Verified Local Woman,Emergency Response,"Urdu, Hindi",4.7,12,False,True,238,False,+91 8560544045,2020
G0288,Sanjay Mishra,Chennai,13.078029,80.273139,Hostel Guardian,Language Assist,"Telugu, Malayalam",4.3,14,True,True,118,True,+91 8525310290,2022
G0289,Anil Reddy,Ahmedabad,23.012576,72.577364,NGO Partner,Medical Help,"Hindi, Gujarati, English",4.0,16,True,False,101,True,+91 8687477596,2021
G0290,Fatima Singh,Jaipur,26.880593,75.823479,NGO Partner,Emergency Response,English,4.9,6,True,True,263,True,+91 9142452709,2020
G0291,Vinod Ali,Ahmedabad,23.009831,72.548474,Host Family,General Safety,"Gujarati, Hindi, English",4.6,8,True,True,203,True,+91 9603440682,2022
G0292,Divya Shah,Ahmedabad,23.013373,72.523939,Certified Ally,Escort Service,"Hindi, Gujarati",4.0,17,True,True,267,True,+91 9352808730,2022
G0293,Asha Joshi,Kochi,9.952797,76.283192,Certified Ally,General Safety,"English, Malayalam, Tamil",3.8,7,False,False,96,True,+91 9982047218,2022
G0294,Deepa Khan,Kochi,9.903397,76.240407,Hostel Guardian,Legal Aid,Tamil,4.6,16,True,False,278,True,+91 8814135645,2020
G0295,Rekha Kumar,Ahmedabad,22.974471,72.531811,Verified Local Woman,General Safety,Gujarati,4.8,4,True,False,87,False,+91 9935139119,2022
G0296,Pooja Pillai,Bangalore,12.939454,77.609875,Verified Local Woman,Escort Service,Hindi,4.1,17,True,False,292,True,+91 9779356860,2024
G0297,Mohan Joshi,Pune,18.480344,73.831017,Verified Local Woman,Language Assist,English,4.7,15,True,False,165,False,+91 7231078662,2020
G0298,Dev Roy,Kochi,9.96677,76.300322,Host Family,General Safety,"English, Tamil",4.3,14,True,True,105,True,+91 7831066348,2022
G0299,Riya Reddy,Jaipur,26.929209,75.757798,Host Family,General Safety,English,4.2,19,True,True,147,True,+91 7558631501,2021
G0300,Lakshmi Kumar,Goa,15.338934,74.0753,Verified Local Woman,Medical Help,"Konkani, English",3.9,13,True,False,159,True,+91 9459628934,2024
G0301,Nisha Menon,Hyderabad,17.355789,78.439353,Host Family,Legal Aid,English,4.0,5,True,True,283,True,+91 7394903139,2022
G0302,Fatima Mehta,Chennai,13.091004,80.262842,Certified Ally,Medical Help,Telugu,4.9,19,True,True,9,True,+91 8486090002,2023
G0303,Rekha Singh,Chennai,13.114444,80.254882,NGO Partner,Escort Service,"English, Tamil, Malayalam",4.1,20,True,True,269,True,+91 8610432533,2024
G0304,Aisha Nair,Ahmedabad,23.010469,72.580429,Certified Ally,Legal Aid,"Hindi, Gujarati",4.1,5,False,True,280,True,+91 9692657073,2020
G0305,Raj Singh,Chennai,13.095115,80.261641,Host Family,Legal Aid,"English, Telugu, Malayalam",4.5,16,True,False,83,True,+91 8424706705,2020
G0306,Sneha Iyer,Delhi,28.607513,77.188447,Hostel Guardian,Emergency Response,Hindi,4.9,10,False,True,235,True,+91 8859828364,2022
G0307,Priya Mishra,Mumbai,19.102361,72.841711,Verified Local Woman,General Safety,"Hindi, English",4.8,4,True,True,262,True,+91 9945826425,2022
G0308,Sanjay Roy,Goa,15.298043,74.163455,NGO Partner,Language Assist,Hindi,4.8,3,True,True,74,True,+91 9343868762,2022
G0309,Suresh Mehta,Bhopal,23.252421,77.364847,Verified Local Woman,Legal Aid,English,4.1,20,True,True,298,True,+91 9307050488,2024
G0310,Vikram Mehta,Delhi,28.618063,77.222348,Host Family,Language Assist,"English, Punjabi",4.1,19,True,True,134,True,+91 7778926596,2024
G0311,Aisha Patel,Mumbai,19.039936,72.911193,Certified Ally,Emergency Response,"Gujarati, English, Hindi",5.0,9,True,True,174,True,+91 9883192498,2021
G0312,Fatima Khan,Delhi,28.616469,77.176168,NGO Partner,Escort Service,"Hindi, Urdu",4.1,12,True,True,295,True,+91 8358640560,2023
G0313,Meera Menon,Bangalore,12.923439,77.63603,NGO Partner,Escort Service,Hindi,3.9,14,True,False,250,True,+91 8540783437,2022
G0314,Raj Iyer,Jaipur,26.920052,75.764706,Host Family,Legal Aid,"Hindi, English, Rajasthani",4.5,9,True,False,44,True,+91 7080016490,2024
G0315,Radha Shah,Bhopal,23.275042,77.445574,Hostel Guardian,Medical Help,Urdu,4.0,4,True,True,281,True,+91 7638373812,2022
G0316,Vikram Joshi,Pune,18.4715,73.820389,Host Family,Language Assist,English,4.9,19,True,True,262,True,+91 8025985237,2024
G0317,Kavya Roy,Bhopal,23.297289,77.422341,Host Family,Medical Help,Urdu,4.5,7,True,True,188,True,+91 9094407076,2021
G0318,Ananya Nair,Delhi,28.630404,77.176537,Hostel Guardian,Escort Service,"Punjabi, Hindi",4.9,15,True,True,28,True,+91 9785392585,2022
G0319,Radha Pillai,Delhi,28.605777,77.197314,Hostel Guardian,Medical Help,"Punjabi, Urdu, English",4.4,15,True,True,44,True,+91 8616319802,2021
G0320,Sana Khan,Ahmedabad,22.977197,72.538028,Hostel Guardian,Emergency Response,"Hindi, English",4.7,19,False,True,122,True,+91 9763712703,2022
G0321,Sneha Mehta,Chennai,13.04098,80.281015,Hostel Guardian,General Safety,English,4.1,6,True,True,174,True,+91 9068098256,2023
G0322,Sneha Das,Jaipur,26.90133,75.766169,Verified Local Woman,Medical Help,English,4.2,4,True,True,73,True,+91 7168323465,2024
G0323,Divya Reddy,Bangalore,12.993505,77.574312,Hostel Guardian,Language Assist,English,4.5,3,False,False,150,False,+91 7930261655,2023
G0324,Meera Das,Goa,15.296905,74.140367,Hostel Guardian,Medical Help,"Portuguese, Konkani",4.9,8,True,True,90,True,+91 8471761915,2023
G0325,Rekha Kumar,Goa,15.322557,74.095494,Verified Local Woman,Emergency Response,"Konkani, Portuguese, English",3.8,9,True,False,219,True,+91 9600650037,2020
G0326,Nisha Singh,Bangalore,12.947826,77.604108,Verified Local Woman,Language Assist,"Kannada, Hindi",3.9,7,False,True,5,True,+91 9914390260,2023
G0327,Arjun Ali,Ahmedabad,23.022137,72.581084,NGO Partner,Medical Help,"Hindi, Gujarati",4.2,18,True,True,299,True,+91 7575023565,2022
G0328,Aisha Mishra,Jaipur,26.939491,75.74796,Hostel Guardian,Language Assist,Hindi,3.9,11,True,False,8,True,+91 7506070001,2024
G0329,Mohan Gupta,Mumbai,19.098819,72.877249,NGO Partner,Escort Service,"Marathi, English",4.6,6,True,False,134,True,+91 9302552969,2023
G0330,Rekha Nair,Goa,15.292783,74.09864,NGO Partner,Legal Aid,"Hindi, Portuguese",4.8,20,True,True,289,True,+91 8317064971,2024
G0331,Dev Singh,Hyderabad,17.414942,78.50617,Host Family,Language Assist,"Urdu, English, Telugu",4.1,8,True,True,178,True,+91 9637218862,2020
G0332,Raj Kumar,Bangalore,12.980623,77.580697,NGO Partner,Legal Aid,"Kannada, Tamil",3.9,16,True,True,194,True,+91 7162157936,2023
G0333,Sanjay Reddy,Pune,18.562131,73.820382,NGO Partner,Language Assist,"English, Hindi, Marathi",4.9,3,True,False,270,True,+91 7144351055,2024
G0334,Suresh Verma,Ahmedabad,23.017101,72.539913,Certified Ally,Medical Help,"English, Gujarati, Hindi",4.5,3,False,True,146,True,+91 8516671766,2023
G0335,Vinod Patel,Pune,18.557695,73.879922,Hostel Guardian,Escort Service,"Marathi, English, Hindi",4.8,20,False,True,146,True,+91 7835479352,2023
G0336,Geeta Ali,Pune,18.536278,73.875928,Verified Local Woman,Legal Aid,"Marathi, Hindi, English",4.8,5,True,True,64,True,+91 8106784665,2024
G0337,Radha Khan,Goa,15.274267,74.122942,Host Family,Escort Service,"Portuguese, English",4.1,17,True,False,19,True,+91 8107327477,2020
G0338,Geeta Mehta,Pune,18.569167,73.901106,Hostel Guardian,Legal Aid,"Marathi, English, Hindi",3.8,3,True,True,152,True,+91 9893510498,2022
G0339,Sunita Nair,Delhi,28.634458,77.251525,Hostel Guardian,Escort Service,"English, Urdu, Punjabi",4.0,8,False,False,102,True,+91 7857561275,2021
G0340,Pooja Menon,Kochi,9.937995,76.308849,Host Family,Medical Help,Tamil,3.8,14,True,True,45,True,+91 9849384717,2023
G0341,Dev Khan,Goa,15.319042,74.103735,Certified Ally,Legal Aid,Konkani,4.9,13,True,False,299,True,+91 9107992942,2021
G0342,Sanjay Rao,Ahmedabad,23.069606,72.615827,Host Family,Emergency Response,"Hindi, Gujarati",4.4,19,True,True,281,True,+91 8491594744,2023
G0343,Neha Ali,Bhopal,23.296104,77.447055,NGO Partner,Escort Service,English,4.2,3,True,True,56,True,+91 9631861860,2022
G0344,Sana Mishra,Bangalore,13.004492,77.548301,Certified Ally,Escort Service,"Hindi, Kannada, English",4.5,8,True,True,195,True,+91 8720532107,2022
G0345,Kavya Rao,Jaipur,26.885401,75.749357,Host Family,Emergency Response,English,3.9,11,True,True,200,True,+91 7642304025,2023
G0346,Sana Kumar,Mumbai,19.095629,72.861687,Hostel Guardian,Legal Aid,Gujarati,4.7,13,True,True,292,True,+91 7204909902,2023
G0347,Raj Iyer,Delhi,28.570436,77.190529,NGO Partner,General Safety,"English, Hindi, Punjabi",4.4,6,True,True,189,True,+91 9394407686,2022
G0348,Neha Mehta,Hyderabad,17.414072,78.468575,Hostel Guardian,Medical Help,Urdu,4.6,20,True,False,186,True,+91 9192342557,2023
G0349,Asha Joshi,Kochi,9.969798,76.278886,NGO Partner,General Safety,"Malayalam, English",4.1,7,False,False,177,True,+91 9629852007,2024
G0350,Sneha Gupta,Pune,18.47284,73.89371,Host Family,Escort Service,Marathi,3.8,13,True,False,207,True,+91 8910824002,2022
G0351,Sneha Sharma,Kochi,9.96867,76.270194,Host Family,General Safety,"Hindi, English, Malayalam",4.9,10,True,False,45,True,+91 8705297819,2020
G0352,Deepa Verma,Delhi,28.643778,77.258793,Verified Local Woman,Language Assist,Urdu,4.2,19,True,True,139,True,+91 7362114114,2023
G0353,Vikram Joshi,Kolkata,22.599319,88.354093,NGO Partner,General Safety,Bengali,4.4,7,True,False,19,True,+91 8532621454,2022
G0354,Deepa Roy,Jaipur,26.925151,75.824668,Host Family,General Safety,"English, Rajasthani",5.0,20,True,True,293,True,+91 9747862122,2024
G0355,Mohan Patel,Kolkata,22.599427,88.355677,NGO Partner,Escort Service,"Hindi, Bengali",4.3,14,True,True,10,True,+91 7585405992,2022
G0356,Arjun Khan,Kolkata,22.596358,88.337778,NGO Partner,Escort Service,"English, Bengali",3.9,3,True,False,123,True,+91 9354553463,2022
G0357,Meera Reddy,Chennai,13.068162,80.249424,NGO Partner,Language Assist,"Malayalam, English",4.2,10,True,True,127,True,+91 9633743591,2022
G0358,Pooja Patel,Kolkata,22.545961,88.318109,Host Family,Medical Help,"English, Hindi, Bengali",3.8,12,True,True,236,True,+91 9674707124,2023
G0359,Ananya Pillai,Chennai,13.131472,80.263477,Verified Local Woman,Medical Help,"Tamil, Malayalam",4.3,6,True,True,229,True,+91 7999913493,2020
G0360,Pooja Gupta,Bangalore,12.989565,77.566425,NGO Partner,Escort Service,Tamil,4.9,18,False,True,21,True,+91 7627442454,2020
G0361,Sneha Nair,Kolkata,22.601235,88.322841,Certified Ally,Language Assist,"Bengali, Hindi",4.3,3,True,False,132,True,+91 8902502763,2021
G0362,Lakshmi Singh,Kochi,9.969112,76.311773,Hostel Guardian,General Safety,English,4.4,9,True,False,164,False,+91 7681230929,2020
G0363,Ramesh Joshi,Kochi,9.942541,76.234003,Host Family,Escort Service,"Malayalam, English, Tamil",5.0,4,False,True,62,True,+91 8864710094,2022
G0364,Radha Singh,Mumbai,19.049167,72.921973,NGO Partner,Medical Help,English,4.6,3,False,True,248,True,+91 7665685329,2022
G0365,Sana Patel,Delhi,28.624674,77.210269,Hostel Guardian,Escort Service,English,4.1,4,True,False,279,True,+91 7540424819,2023
